318,184.5,66,55.5
316,183,66,55.5
314,181.5,66,55.5
312,181.5,66,55.5
310,180,66,55.5
308,178.5,66,55.5
306,178.5,66,55.5
304,177,66,55.5
304,175.5,66,55.5
302,174,66,55.5
300,174,66,55.5
298,172.5,66,55.5
298,171,66,55.5
296,169.5,66,55.5
294,168,66,55.5
294,166.5,66,55.5
292,165,66,55.5
292,163.5,66,55.5
290,162,66,55.5
290,160.5,66,55.5
288,159,66,55.5
288,157.5,66,55.5
286,156,66,55.5
284,154.5,66,55.5
284,153,66,55.5
282,151.5,66,55.5
282,150,66,55.5
280,147,66,55.5
280,145.5,66,55.5
280,144,66,55.5
280,141,66,55.5
280,139.5,66,55.5
280,136.5,66,55.5
278,135,66,55.5
278,132,66,55.5
278,130.5,66,55.5
278,129,66,55.5
278,126,66,55.5
278,124.5,66,55.5
278,123,66,55.5
278,121.5,66,55.5
278,120,66,55.5
278,118.5,66,55.5
278,117,66,55.5
278,115.5,66,55.5
278,114,66,55.5
278,112.5,66,55.5
278,111,66,55.5
278,109.5,66,55.5
278,109.5,66,55.5
280,108,66,55.5
280,108,66,55.5
280,106.5,66,55.5
280,106.5,66,55.5
280,105,66,55.5
280,105,66,55.5
282,103.5,66,55.5
282,103.5,66,55.5
282,103.5,66,55.5
282,102,66,55.5
282,102,66,55.5
282,102,66,55.5
284,100.5,66,55.5
284,100.5,66,55.5
284,100.5,66,55.5
284,99,66,55.5
286,99,66,55.5
286,99,66,55.5
286,99,66,55.5
288,97.5,66,55.5
288,97.5,66,55.5
290,97.5,66,55.5
290,97.5,66,55.5
292,96,66,55.5
292,96,66,55.5
294,96,66,55.5
294,94.5,66,55.5
296,94.5,66,55.5
296,93,66,55.5
298,93,66,55.5
298,91.5,66,55.5
298,91.5,66,55.5
298,90,66,55.5
300,90,66,55.5
300,88.5,66,55.5
300,88.5,66,55.5
302,87,66,55.5
302,85.5,66,55.5
302,85.5,66,55.5
302,85.5,66,55.5
302,84,66,55.5
302,84,66,55.5
302,84,66,55.5
302,82.5,66,55.5
302,82.5,66,55.5
302,81,66,55.5
302,81,66,55.5
302,81,66,55.5
302,79.5,66,55.5
302,79.5,66,55.5
302,79.5,66,55.5
302,78,66,55.5
302,78,66,55.5
302,78,66,55.5
302,78,66,55.5
302,78,66,55.5
302,78,66,55.5
302,78,66,55.5
302,78,66,55.5
302,78,66,55.5
302,78,66,55.5
302,78,66,55.5
302,79.5,66,55.5
302,79.5,66,55.5
302,79.5,66,55.5
302,79.5,66,55.5
302,79.5,66,55.5
302,81,66,55.5
302,81,66,55.5
302,81,66,55.5
302,81,66,55.5
302,82.5,66,55.5
302,82.5,66,55.5
302,82.5,66,55.5
302,84,66,55.5
302,84,66,55.5
300,84,66,55.5
300,85.5,66,55.5
300,85.5,66,55.5
300,87,66,55.5
300,87,66,55.5
300,87,66,55.5
298,88.5,66,55.5
298,88.5,66,55.5
298,90,66,55.5
298,90,66,55.5
298,90,66,55.5
296,91.5,66,55.5
296,91.5,66,55.5
296,91.5,66,55.5
296,91.5,66,55.5
296,93,66,55.5
294,93,66,55.5
294,93,66,55.5
292,94.5,66,55.5
292,94.5,66,55.5
292,94.5,66,55.5
290,94.5,66,55.5
290,94.5,66,55.5
288,96,66,55.5
288,96,66,55.5
288,97.5,66,55.5
288,97.5,66,55.5
286,97.5,66,55.5
286,97.5,66,55.5
284,99,66,55.5
284,99,66,55.5
282,100.5,66,55.5
284,100.5,66,55.5
284,100.5,66,55.5
282,102,66,55.5
282,102,66,55.5
282,103.5,66,55.5
282,103.5,66,55.5
280,105,66,55.5
280,106.5,66,55.5
280,106.5,66,55.5
280,108,66,55.5
278,108,66,55.5
278,109.5,66,55.5
278,109.5,66,55.5
278,111,66,55.5
278,111,66,55.5
276,112.5,66,55.5
276,112.5,66,55.5
276,114,66,55.5
276,114,66,55.5
276,115.5,66,55.5
274,115.5,66,55.5
274,117,66,55.5
272,118.5,66,55.5
272,118.5,66,55.5
272,118.5,66,55.5
270,120,66,55.5
270,120,66,55.5
270,121.5,66,55.5
268,123,66,55.5
268,123,66,55.5
268,124.5,66,55.5
266,126,66,55.5
266,126,66,55.5
266,127.5,66,55.5
264,129,66,55.5
264,130.5,66,55.5
262,132,66,55.5
262,133.5,66,55.5
260,136.5,66,55.5
260,138,66,55.5
258,141,66,55.5
258,142.5,66,55.5
258,144,66,55.5
256,147,66,55.5
256,148.5,66,55.5
256,150,66,55.5
256,151.5,66,55.5
254,154.5,66,55.5
254,156,66,55.5
254,157.5,66,55.5
254,160.5,66,55.5
254,162,66,55.5
254,163.5,66,55.5
254,165,66,55.5
254,168,66,55.5
254,169.5,66,55.5
252,171,66,55.5
252,171,66,55.5
250,175.5,66,55.5
250,175.5,66,55.5
250,175.5,66,55.5
250,177,66,55.5
248,177,66,55.5
248,177,66,55.5
248,175.5,66,55.5
248,175.5,66,55.5
246,177,66,55.5
246,175.5,66,55.5
244,177,66,55.5
244,177,66,55.5
